,,NA_rate,mismatch_rate,no_of_NAs,no_of_totals,no_of_mismatches,no_of_non_NA_pairs,relative_NA_rate,relative_no_of_NAs,relative_no_of_totals
6913,Eden-2,0.530785562633,0.0,250,471,0,32,0.0,0,32
6914,Edi-0,0.00849256900212,0.0,4,471,0,32,0.0,0,32
6915,Ei-2,0.212314225053,0.0,100,471,0,32,0.0,0,32
6916,Est-1,0.501061571125,0.0,236,471,0,32,0.0,0,32
6917,Fab-2,0.526539278132,0.0,248,471,0,32,0.0,0,32
6918,Fab-4,0.00636942675159,0.0,3,471,0,32,0.0,0,32
6919,Ga-0,0.0382165605096,0.0,18,471,0,32,0.0,0,32
6920,Got-22,0.00212314225053,0.0,1,471,0,32,0.0,0,32
6921,Got-7,0.524416135881,0.0,247,471,0,32,0.0,0,32
6922,Gu-0,0.00636942675159,0.0,3,471,0,32,0.0,0,32
6923,HR-10,0.698513800425,0.0,329,471,0,32,0.0,0,32
6924,HR-5,0.526539278132,0.0,248,471,0,32,0.0,0,32
6926,Kin-0,0.0297239915074,0.0,14,471,0,32,0.0,0,32
6927,Knox-10,0.685774946921,0.0,323,471,0,32,0.0,0,32
6928,Knox-18,0.0,0.0,0,471,0,32,0.0,0,32
6929,Kondara,0.0169851380042,0.0,8,471,0,28,0.125,4,32
6930,Kz-1,0.552016985138,0.0,260,471,0,32,0.0,0,32
6931,Kz-9,0.00424628450106,0.0,2,471,0,32,0.0,0,32
6932,Ler-1,0.0424628450106,0.0,20,471,0,32,0.0,0,32
6933,LL-0,0.0297239915074,0.0,14,471,0,32,0.0,0,32
6936,Lz-0,0.0658174097665,0.0,31,471,0,32,0.0,0,32
6937,Mrk-0,0.0467091295117,0.0,22,471,0,32,0.0,0,32
6938,Ms-0,0.917197452229,0.0,432,471,0,31,0.0,0,32
6939,Mt-0,0.174097664544,0.0,82,471,0,32,0.0,0,32
6940,Mz-0,0.552016985138,0.0,260,471,0,32,0.0,0,32
6942,Nd-1,0.00849256900212,0.0,4,471,0,32,0.0,0,32
6943,NFA-10,0.00636942675159,0.03125,3,471,1,32,0.0,0,32
6944,NFA-8,0.526539278132,0.0,248,471,0,32,0.0,0,32
6945,Nok-3,0.00849256900212,0.0,4,471,0,30,0.0625,2,32
6946,Oy-0,0.0,0.0,0,471,0,32,0.0,0,32
6951,Pu2-23,0.00212314225053,0.0,1,471,0,32,0.0,0,32
6956,Pu2-7,0.00424628450106,0.0,2,471,0,32,0.0,0,32
6957,Pu-2-8,0.0530785562633,0.0,25,471,0,30,0.0625,2,32
6958,Ra-0,0.0424628450106,0.0,20,471,0,32,0.0,0,32
6959,Ren-1,0.0445859872611,0.0,21,471,0,32,0.0,0,32
6960,Ren-11,0.00212314225053,0.03125,1,471,1,32,0.0,0,32
6961,Se-0,0.256900212314,0.0,121,471,0,32,0.0,0,32
6962,Shahdara,0.617834394904,-1,291,471,0,0,1.0,32,32
6963,Sorbo,0.00212314225053,0.0,1,471,0,32,0.0,0,32
6964,Spr1-2,0.611464968153,-1,288,471,0,0,1.0,32,32
6965,Spr1-6,0.0106157112527,0.0,5,471,0,32,0.0,0,32
6966,Sq-1,0.524416135881,0.0,247,471,0,32,0.0,0,32
6967,Sq-8,0.0,0.0,0,471,0,32,0.0,0,32
6968,Tamm-2,0.532908704883,0.0,251,471,0,32,0.0,0,32
6969,Tamm-27,0.552016985138,0.0,260,471,0,32,0.0,0,32
6970,Ts-1,0.0,0.0,0,471,0,32,0.0,0,32
6971,Ts-5,0.171974522293,0.0,81,471,0,32,0.0,0,32
6972,Tsu-1,0.0424628450106,0.0,20,471,0,32,0.0,0,32
6973,Ull2-3,0.00212314225053,0.0,1,471,0,32,0.0,0,32
6974,Ull2-5,0.00212314225053,0.0,1,471,0,32,0.0,0,32
6975,Uod-1,0.0339702760085,0.0,16,471,0,32,0.0,0,32
6976,Uod-7,0.0997876857749,0.0,47,471,0,32,0.0,0,32
6977,Van-0,0.0169851380042,0.0,8,471,0,28,0.125,4,32
6978,Wa-1,0.526539278132,0.03125,248,471,1,32,0.0,0,32
6979,Wei-0,0.11889596603,0.0,56,471,0,32,0.0,0,32
6980,Ws-0,0.00212314225053,0.0,1,471,0,32,0.0,0,32
6981,Ws-2,0.613588110403,0.0,289,471,0,1,0.96875,31,32
6982,Wt-5,0.216560509554,0.0,102,471,0,32,0.0,0,32
6983,Yo-0,0.00212314225053,0.0,1,471,0,32,0.0,0,32
6984,Zdr-1,0.526539278132,0.0,248,471,0,32,0.0,0,32
6985,Zdr-6,0.526539278132,0.0,248,471,0,32,0.0,0,32
7438,CS22491,0.00212314225053,0.0,1,471,0,32,0.0,0,32
7453,M3385S,0.0849256900212,-1,40,471,0,0,1.0,32,32
7514,RRS-7,0.290870488323,0.0,137,471,0,28,0.125,4,32
7515,RRS-10,0.0276008492569,0.0,13,471,0,32,0.0,0,32
7516,Var2-1,0.532908704883,0.0,251,471,0,32,0.0,0,32
7517,Var2-6,0.532908704883,0.0,251,471,0,32,0.0,0,32
7518,Omo2-1,0.532908704883,0.0,251,471,0,32,0.0,0,32
7519,Omo2-3,0.00636942675159,0.0,3,471,0,32,0.0,0,32
7520,Lp2-2,0.0,0.0,0,471,0,32,0.0,0,32
7521,Lp2-6,0.0169851380042,0.0,8,471,0,28,0.125,4,32
7522,Mr-0,0.00849256900212,0.0,4,471,0,32,0.0,0,32
7523,Pna-17,0.0,0.0,0,471,0,32,0.0,0,32
7524,Rmx-A02,0.0,0.0,0,471,0,32,0.0,0,32
7525,Rmx-A180,0.0276008492569,0.0,13,471,0,32,0.0,0,32
7526,Pna-10,0.0169851380042,0.0,8,471,0,28,0.125,4,32
8213,Pro-0,0.0169851380042,0.0,8,471,0,28,0.125,4,32
8214,Gy-0,0.00212314225053,0.0,1,471,0,32,0.0,0,32
8215,Fei-0,0.15923566879,0.0,75,471,0,32,0.0,0,32
8222,Lis-2,0.0382165605096,0.0,18,471,0,32,0.0,0,32
8230,Algutsrum,0.188959660297,0.0,89,471,0,26,0.15625,5,32
8231,Brö-1-6,0.0212314225053,0.0,10,471,0,32,0.0,0,32
8233,Dem-4,0.715498938429,0.0,337,471,0,1,0.96875,31,32
8234,Gul-1-2,0.167728237792,0.03125,79,471,1,32,0.0,0,32
8235,Hod,0.233545647558,0.0,110,471,0,1,0.875,28,32
8236,HSm,0.0276008492569,0.0,13,471,0,32,0.0,0,32
8237,Kävlinge-1,0.00849256900212,0.0,4,471,0,32,0.0,0,32
8238,Kent,0.314225053079,-1,148,471,0,0,1.0,32,32
8239,Köln,0.0233545647558,0.0,11,471,0,32,0.0,0,32
8240,Kulturen-1,0.248407643312,-1,117,471,0,0,1.0,32,32
8241,Liarum,0.235668789809,-1,111,471,0,0,0.875,28,32
8242,Lillö-1,0.216560509554,0.0,102,471,0,6,0.8125,26,32
8243,N6002,0.447983014862,-1,211,471,0,0,1.0,32,32
8244,N6034,0.0849256900212,0.0,40,471,0,1,0.96875,31,32
8245,N6187,0.774946921444,-1,365,471,0,0,1.0,32,32
8246,NC-6,0.0276008492569,0.0,13,471,0,32,0.0,0,32
8247,San-2,0.422505307856,0.0,199,471,0,32,0.0,0,32
8249,Vimmerby,0.0615711252654,0.0,29,471,0,6,0.8125,26,32
8252,Alc-0,0.783439490446,-1,369,471,0,0,1.0,32,32
8254,Ang-0,0.00849256900212,0.0,4,471,0,31,0.03125,1,32
8255,App-1-4,0.269639065817,0.0,127,471,0,5,0.84375,27,32
8256,Bå-1-2,0.178343949045,0.0,84,471,0,32,0.0,0,32
8257,Bå-3-3,0.00849256900212,0.0,4,471,0,32,0.0,0,32
8258,Bå-4-1,0.0127388535032,0.0,6,471,0,31,0.03125,1,32
8259,Bå-5-1,0.0764331210191,0.0,36,471,0,22,0.3125,10,32
8264,Bla-1,0.766454352442,-1,361,471,0,0,0.875,28,32
8265,Blh-1,0.702760084926,0.0,331,471,0,25,0.15625,5,32
8266,Boo-2-1,0.0276008492569,0.0,13,471,0,32,0.0,0,32
8270,Bs-1,0.386411889597,0.0,182,471,0,31,0.03125,1,32
8271,Bu-0,0.182590233546,0.0,86,471,0,30,0.0625,2,32
8274,Can-0,0.231422505308,0.0,109,471,0,7,0.78125,25,32
8275,Cen-0,0.0615711252654,0.0,29,471,0,6,0.8125,26,32
8278,Co,0.171974522293,0.0322580645161,81,471,1,31,0.03125,1,32
8282,Di-0,0.0297239915074,0.0454545454545,14,471,1,22,0.21875,7,32
8283,Dra-3-1,0.700636942675,0.0322580645161,330,471,1,31,0.03125,1,32
8284,DraII-1,0.00636942675159,0.0,3,471,0,32,0.0,0,32
8285,DraIII-1,0.0,0.0,0,471,0,32,0.0,0,32
8290,En-1,0.414012738854,0.0384615384615,195,471,1,26,0.1875,6,32
8296,Gd-1,0.762208067941,0.0,359,471,0,4,0.875,28,32
8297,Ge-0,0.437367303609,-1,206,471,0,0,1.0,32,32
8300,Gr-1,0.0509554140127,0.0,24,471,0,32,0.0,0,32
8303,H55,0.590233545648,-1,278,471,0,0,1.0,32,32
8304,Hi-0,0.821656050955,-1,387,471,0,0,1.0,32,32
8305,Hov-2-2,0.00424628450106,0.0,2,471,0,32,0.0,0,32
8306,Hov-4-1,0.205944798301,0.0454545454545,97,471,1,22,0.3125,10,32
8307,Hovdala-6,0.225053078556,0.0,106,471,0,3,0.875,28,32
8310,Hs-0,0.770700636943,-1,363,471,0,0,0.9375,30,32
8311,In-0,0.573248407643,-1,270,471,0,0,1.0,32,32
8312,Is-0,0.414012738854,0.0,195,471,0,32,0.0,0,32
8313,Jm-0,0.0530785562633,0.03125,25,471,1,32,0.0,0,32
8314,Ka-0,0.0849256900212,0.0,40,471,0,15,0.53125,17,32
8323,Lc-0,0.734607218684,0.0,346,471,0,22,0.3125,10,32
8325,Lip-0,0.0127388535032,0.0,6,471,0,24,0.15625,5,32
8326,Lis-1,0.00849256900212,0.0,4,471,0,32,0.0,0,32
8327,Lis-5,0.0,0.0,0,471,0,32,0.0,0,32
8329,Lm-2,0.123142250531,-1,58,471,0,0,0.9375,30,32
8334,Lu-1,0.0870488322718,0.0,41,471,0,2,0.9375,30,32
8335,Lund,0.188959660297,0.0,89,471,0,4,0.875,28,32
8337,Mir-0,0.324840764331,-1,153,471,0,0,0.9375,30,32
8343,Na-1,0.288747346072,-1,136,471,0,0,1.0,32,32
8348,Nw-0,0.779193205945,-1,367,471,0,0,1.0,32,32
8351,Ost-0,0.337579617834,0.0,159,471,0,6,0.8125,26,32
8353,Pa-1,0.787685774947,0.0,371,471,0,22,0.3125,10,32
8354,Per-1,0.0,0.0,0,471,0,32,0.0,0,32
8355,Petergof,0.779193205945,-1,367,471,0,0,1.0,32,32
8356,Pi-0,0.352441613588,0.0,166,471,0,3,0.875,28,32
8357,Pla-0,0.271762208068,-1,128,471,0,0,1.0,32,32
8365,Rak-2,0.297239915074,-1,140,471,0,0,1.0,32,32
8369,Rev-1,0.496815286624,0.0,234,471,0,6,0.8125,26,32
8374,Rsch-4,0.0467091295117,0.0,22,471,0,32,0.0,0,32
8375,Rubezhnoe-1,0.726114649682,0.0,342,471,0,23,0.28125,9,32
8376,Sanna-2,0.0828025477707,-1,39,471,0,0,1.0,32,32
8377,Santa Clara,0.284501061571,0.0,134,471,0,2,0.875,28,32
8378,Sap-0,0.52016985138,0.0,245,471,0,31,0.03125,1,32
8380,Sf-1,0.753715498938,0.0,355,471,0,6,0.8125,26,32
8386,Sr:5,0.248407643312,0.0,117,471,0,1,0.96875,31,32
8387,St-0,0.0509554140127,0.0,24,471,0,31,0.03125,1,32
8388,Stw-0,0.0276008492569,0.0,13,471,0,32,0.0,0,32
8389,Ta-0,0.0403397027601,0.0,19,471,0,6,0.46875,15,32
8395,Tu-0,0.295116772824,0.0,139,471,0,1,0.96875,31,32
8411,Rd-0,0.0764331210191,-1,36,471,0,0,0.9375,30,32
8419,Will,0.101910828025,-1,48,471,0,0,1.0,32,32
8424,Kas-2,0.694267515924,0.0,327,471,0,32,0.0,0,32
,NA_rate,mismatch_rate,no_of_NAs,no_of_totals,no_of_mismatches,no_of_non_NA_pairs,relative_NA_rate,relative_no_of_NAs,relative_no_of_totals
4_269719_0,0.336787564767,0.0,65,193,0,124,0.336787564767,65,193
4_269767_0,0.321243523316,0.0,62,193,0,131,0.321243523316,62,193
4_269807_0,0.310880829016,0.0,60,193,0,132,0.310880829016,60,193
4_269811_0,0.305699481865,0.0,59,193,0,133,0.305699481865,59,193
4_269852_0,0.310880829016,0.0,60,193,0,132,0.310880829016,60,193
4_269892_0,0.295336787565,0.0,57,193,0,133,0.295336787565,57,193
4_269906_1,0.290155440415,0.0,56,193,0,135,0.290155440415,56,193
4_269907_0,0.290155440415,0.0,56,193,0,136,0.290155440415,56,193
4_269930_0,0.290155440415,0.0,56,193,0,137,0.290155440415,56,193
4_269937_0,0.290155440415,0.0,56,193,0,137,0.290155440415,56,193
4_269962_1,0.274611398964,0.0,53,193,0,140,0.274611398964,53,193
4_269962_10,0.269430051813,0.00714285714286,52,193,1,140,0.269430051813,52,193
4_269962_11,0.274611398964,0.0,53,193,0,139,0.274611398964,53,193
4_269962_12,0.274611398964,0.0,53,193,0,139,0.274611398964,53,193
4_269962_13,0.274611398964,0.0,53,193,0,139,0.274611398964,53,193
4_269962_14,0.274611398964,0.00719424460432,53,193,1,139,0.274611398964,53,193
4_269962_15,0.274611398964,0.0,53,193,0,139,0.274611398964,53,193
4_269962_16,0.274611398964,0.0,53,193,0,139,0.274611398964,53,193
4_269962_2,0.274611398964,0.00714285714286,53,193,1,140,0.274611398964,53,193
4_269962_3,0.274611398964,0.0,53,193,0,140,0.274611398964,53,193
4_269962_4,0.274611398964,0.0,53,193,0,140,0.274611398964,53,193
4_269962_5,0.274611398964,0.00714285714286,53,193,1,140,0.274611398964,53,193
4_269962_6,0.274611398964,0.0,53,193,0,140,0.274611398964,53,193
4_269962_7,0.269430051813,0.00714285714286,52,193,1,140,0.269430051813,52,193
4_269962_8,0.269430051813,0.0,52,193,0,140,0.269430051813,52,193
4_269962_9,0.269430051813,0.0,52,193,0,140,0.269430051813,52,193
4_270040_0,0.233160621762,0.0,45,193,0,148,0.233160621762,45,193
4_270076_0,0.233160621762,0.0,45,193,0,147,0.233160621762,45,193
4_270272_0,0.222797927461,0.00684931506849,43,193,1,146,0.222797927461,43,193
4_270303_0,0.222797927461,0.0136054421769,43,193,2,147,0.222797927461,43,193
4_270407_0,0.20207253886,0.0136054421769,39,193,2,147,0.20207253886,39,193
4_270428_0,0.20207253886,0.0,39,193,0,145,0.20207253886,39,193
