,,NA_rate,mismatch_rate,no_of_NAs,no_of_totals,no_of_mismatches,no_of_non_NA_pairs,relative_NA_rate,relative_no_of_NAs,relative_no_of_totals
6905,Bur-0,0.00212314225053,0.0,1,471,0,351,0.0,0,351
6906,C24,0.528662420382,0.0,249,471,0,111,0.683760683761,240,351
6907,CIBC-17,0.0169851380042,0.0,8,471,0,347,0.011396011396,4,351
6908,CIBC-5,0.0,0.0,0,471,0,351,0.0,0,351
6909,Col-0,0.0,0.0,0,471,0,351,0.0,0,351
6910,Ct-1,0.0488322717622,0.215805471125,23,471,71,329,0.0626780626781,22,351
6911,Cvi-0,0.532908704883,0.0,251,471,0,108,0.692307692308,243,351
6913,Eden-2,0.530785562633,0.0,250,471,0,109,0.689458689459,242,351
6914,Edi-0,0.00849256900212,0.0,4,471,0,348,0.00854700854701,3,351
6915,Ei-2,0.212314225053,0.00390625,100,471,1,256,0.270655270655,95,351
6916,Est-1,0.501061571125,0.0,236,471,0,199,0.433048433048,152,351
6917,Fab-2,0.526539278132,0.0,248,471,0,111,0.683760683761,240,351
6918,Fab-4,0.00636942675159,0.0,3,471,0,349,0.00569800569801,2,351
6919,Ga-0,0.0382165605096,0.216216216216,18,471,72,333,0.0512820512821,18,351
6920,Got-22,0.00212314225053,0.0,1,471,0,351,0.0,0,351
6921,Got-7,0.524416135881,0.0,247,471,0,111,0.683760683761,240,351
6922,Gu-0,0.00636942675159,0.0,3,471,0,348,0.00854700854701,3,351
6923,HR-10,0.698513800425,0.0,329,471,0,109,0.689458689459,242,351
6924,HR-5,0.526539278132,0.0,248,471,0,111,0.683760683761,240,351
6926,Kin-0,0.0297239915074,0.0,14,471,0,338,0.037037037037,13,351
6927,Knox-10,0.685774946921,0.0,323,471,0,82,0.766381766382,269,351
6928,Knox-18,0.0,0.0,0,471,0,351,0.0,0,351
6929,Kondara,0.0169851380042,0.0,8,471,0,347,0.011396011396,4,351
6930,Kz-1,0.552016985138,0.0,260,471,0,99,0.717948717949,252,351
6931,Kz-9,0.00424628450106,0.0,2,471,0,349,0.00569800569801,2,351
6932,Ler-1,0.0424628450106,0.213855421687,20,471,71,332,0.0541310541311,19,351
6933,LL-0,0.0297239915074,0.0,14,471,0,350,0.002849002849,1,351
6936,Lz-0,0.0658174097665,0.216718266254,31,471,70,323,0.0797720797721,28,351
6937,Mrk-0,0.0467091295117,0.209090909091,22,471,69,330,0.0598290598291,21,351
6938,Ms-0,0.917197452229,0.0,432,471,0,31,0.908831908832,319,351
6939,Mt-0,0.174097664544,0.0,82,471,0,350,0.002849002849,1,351
6940,Mz-0,0.552016985138,0.0,260,471,0,111,0.683760683761,240,351
6942,Nd-1,0.00849256900212,0.0,4,471,0,348,0.00854700854701,3,351
6943,NFA-10,0.00636942675159,0.00574712643678,3,471,2,348,0.00854700854701,3,351
6944,NFA-8,0.526539278132,0.0,248,471,0,111,0.683760683761,240,351
6945,Nok-3,0.00849256900212,0.0,4,471,0,349,0.00569800569801,2,351
6946,Oy-0,0.0,0.0,0,471,0,351,0.0,0,351
6951,Pu2-23,0.00212314225053,0.002849002849,1,471,1,351,0.0,0,351
6956,Pu2-7,0.00424628450106,0.00285714285714,2,471,1,350,0.002849002849,1,351
6957,Pu-2-8,0.0530785562633,0.00293255131965,25,471,1,341,0.02849002849,10,351
6958,Ra-0,0.0424628450106,0.213855421687,20,471,71,332,0.0541310541311,19,351
6959,Ren-1,0.0445859872611,0.187878787879,21,471,62,330,0.0598290598291,21,351
6960,Ren-11,0.00212314225053,0.002849002849,1,471,1,351,0.0,0,351
6961,Se-0,0.256900212314,0.0042735042735,121,471,1,234,0.333333333333,117,351
6962,Shahdara,0.617834394904,0.0,291,471,0,75,0.786324786325,276,351
6963,Sorbo,0.00212314225053,0.0,1,471,0,351,0.0,0,351
6964,Spr1-2,0.611464968153,0.0,288,471,0,77,0.780626780627,274,351
6965,Spr1-6,0.0106157112527,0.0,5,471,0,347,0.011396011396,4,351
6966,Sq-1,0.524416135881,0.0,247,471,0,111,0.683760683761,240,351
6967,Sq-8,0.0,0.0,0,471,0,351,0.0,0,351
6968,Tamm-2,0.532908704883,0.0,251,471,0,108,0.692307692308,243,351
6969,Tamm-27,0.552016985138,0.0,260,471,0,111,0.683760683761,240,351
6970,Ts-1,0.0,0.0,0,471,0,351,0.0,0,351
6971,Ts-5,0.171974522293,0.0,81,471,0,351,0.0,0,351
6972,Tsu-1,0.0424628450106,0.213855421687,20,471,71,332,0.0541310541311,19,351
6973,Ull2-3,0.00212314225053,0.002849002849,1,471,1,351,0.0,0,351
6974,Ull2-5,0.00212314225053,0.0,1,471,0,351,0.0,0,351
6975,Uod-1,0.0339702760085,0.223214285714,16,471,75,336,0.042735042735,15,351
6976,Uod-7,0.0997876857749,0.0,47,471,0,305,0.131054131054,46,351
6977,Van-0,0.0169851380042,0.0,8,471,0,347,0.011396011396,4,351
6978,Wa-1,0.526539278132,0.00900900900901,248,471,1,111,0.683760683761,240,351
6979,Wei-0,0.11889596603,0.202702702703,56,471,60,296,0.156695156695,55,351
6980,Ws-0,0.00212314225053,0.0,1,471,0,351,0.0,0,351
6981,Ws-2,0.613588110403,0.0,289,471,0,77,0.780626780627,274,351
6982,Wt-5,0.216560509554,0.215805471125,102,471,71,329,0.0626780626781,22,351
6983,Yo-0,0.00212314225053,0.0,1,471,0,351,0.0,0,351
6984,Zdr-1,0.526539278132,0.0,248,471,0,111,0.683760683761,240,351
6985,Zdr-6,0.526539278132,0.0,248,471,0,111,0.683760683761,240,351
7438,CS22491,0.00212314225053,0.002849002849,1,471,1,351,0.0,0,351
7453,M3385S,0.0849256900212,0.0,40,471,0,319,0.0911680911681,32,351
7514,RRS-7,0.290870488323,0.199324324324,137,471,59,296,0.156695156695,55,351
7515,RRS-10,0.0276008492569,0.0,13,471,0,351,0.0,0,351
7516,Var2-1,0.532908704883,0.0,251,471,0,109,0.689458689459,242,351
7517,Var2-6,0.532908704883,0.0,251,471,0,108,0.692307692308,243,351
7518,Omo2-1,0.532908704883,0.0,251,471,0,108,0.692307692308,243,351
7519,Omo2-3,0.00636942675159,0.0,3,471,0,348,0.00854700854701,3,351
7520,Lp2-2,0.0,0.002849002849,0,471,1,351,0.0,0,351
7521,Lp2-6,0.0169851380042,0.0028818443804,8,471,1,347,0.011396011396,4,351
7522,Mr-0,0.00849256900212,0.0,4,471,0,348,0.00854700854701,3,351
7523,Pna-17,0.0,0.0,0,471,0,351,0.0,0,351
7524,Rmx-A02,0.0,0.0,0,471,0,351,0.0,0,351
7525,Rmx-A180,0.0276008492569,0.0,13,471,0,351,0.0,0,351
7526,Pna-10,0.0169851380042,0.0,8,471,0,347,0.011396011396,4,351
8213,Pro-0,0.0169851380042,0.0028901734104,8,471,1,346,0.014245014245,5,351
8214,Gy-0,0.00212314225053,0.0,1,471,0,351,0.0,0,351
8215,Fei-0,0.15923566879,0.0,75,471,0,351,0.0,0,351
8222,Lis-2,0.0382165605096,0.0,18,471,0,347,0.011396011396,4,351
8230,Algutsrum,0.188959660297,0.0,89,471,0,340,0.02849002849,10,351
8231,Brö-1-6,0.0212314225053,0.0,10,471,0,342,0.025641025641,9,351
8233,Dem-4,0.715498938429,0.0,337,471,0,107,0.695156695157,244,351
8234,Gul-1-2,0.167728237792,0.019943019943,79,471,7,351,0.0,0,351
8235,Hod,0.233545647558,0.003125,110,471,1,320,0.0797720797721,28,351
8236,HSm,0.0276008492569,0.002849002849,13,471,1,351,0.0,0,351
8237,Kävlinge-1,0.00849256900212,0.0028818443804,4,471,1,347,0.011396011396,4,351
8238,Kent,0.314225053079,0.239057239057,148,471,71,297,0.153846153846,54,351
8239,Köln,0.0233545647558,0.0,11,471,0,351,0.0,0,351
8240,Kulturen-1,0.248407643312,0.263322884013,117,471,84,319,0.0911680911681,32,351
8241,Liarum,0.235668789809,0.00315457413249,111,471,1,317,0.0854700854701,30,351
8242,Lillö-1,0.216560509554,0.0,102,471,0,325,0.0740740740741,26,351
8243,N6002,0.447983014862,0.00416666666667,211,471,1,240,0.316239316239,111,351
8244,N6034,0.0849256900212,0.00314465408805,40,471,1,318,0.0940170940171,33,351
8245,N6187,0.774946921444,0.0,365,471,0,79,0.774928774929,272,351
8246,NC-6,0.0276008492569,0.0,13,471,0,351,0.0,0,351
8247,San-2,0.422505307856,0.0,199,471,0,235,0.330484330484,116,351
8249,Vimmerby,0.0615711252654,0.0030959752322,29,471,1,323,0.0797720797721,28,351
8252,Alc-0,0.783439490446,0.0,369,471,0,76,0.783475783476,275,351
8254,Ang-0,0.00849256900212,0.0028818443804,4,471,1,347,0.011396011396,4,351
8255,App-1-4,0.269639065817,0.238562091503,127,471,73,306,0.128205128205,45,351
8256,Bå-1-2,0.178343949045,0.0,84,471,0,346,0.014245014245,5,351
8257,Bå-3-3,0.00849256900212,0.0,4,471,0,347,0.011396011396,4,351
8258,Bå-4-1,0.0127388535032,0.0,6,471,0,345,0.017094017094,6,351
8259,Bå-5-1,0.0764331210191,0.0,36,471,0,316,0.0997150997151,35,351
8264,Bla-1,0.766454352442,0.0,361,471,0,77,0.769230769231,270,351
8265,Blh-1,0.702760084926,0.0,331,471,0,104,0.698005698006,245,351
8266,Boo-2-1,0.0276008492569,0.0,13,471,0,351,0.0,0,351
8270,Bs-1,0.386411889597,0.203488372093,182,471,35,172,0.509971509972,179,351
8271,Bu-0,0.182590233546,0.0,86,471,0,346,0.014245014245,5,351
8274,Can-0,0.231422505308,0.00306748466258,109,471,1,326,0.0712250712251,25,351
8275,Cen-0,0.0615711252654,0.00307692307692,29,471,1,325,0.0740740740741,26,351
8278,Co,0.171974522293,0.00285714285714,81,471,1,350,0.002849002849,1,351
8282,Di-0,0.0297239915074,0.00591715976331,14,471,2,338,0.031339031339,11,351
8283,Dra-3-1,0.700636942675,0.00925925925926,330,471,1,108,0.692307692308,243,351
8284,DraII-1,0.00636942675159,0.00287356321839,3,471,1,348,0.00854700854701,3,351
8285,DraIII-1,0.0,0.0,0,471,0,351,0.0,0,351
8290,En-1,0.414012738854,0.246305418719,195,471,50,203,0.421652421652,148,351
8296,Gd-1,0.762208067941,0.0,359,471,0,80,0.77207977208,271,351
8297,Ge-0,0.437367303609,0.0,206,471,0,235,0.330484330484,116,351
8300,Gr-1,0.0509554140127,0.217125382263,24,471,71,327,0.0683760683761,24,351
8303,H55,0.590233545648,0.0,278,471,0,161,0.541310541311,190,351
8304,Hi-0,0.821656050955,0.0,387,471,0,71,0.797720797721,280,351
8305,Hov-2-2,0.00424628450106,0.00286532951289,2,471,1,349,0.00569800569801,2,351
8306,Hov-4-1,0.205944798301,0.003003003003,97,471,1,333,0.0512820512821,18,351
8307,Hovdala-6,0.225053078556,0.0,106,471,0,322,0.0797720797721,28,351
8310,Hs-0,0.770700636943,0.0,363,471,0,77,0.774928774929,272,351
8311,In-0,0.573248407643,0.0,270,471,0,170,0.51566951567,181,351
8312,Is-0,0.414012738854,0.215189873418,195,471,51,237,0.324786324786,114,351
8313,Jm-0,0.0530785562633,0.220858895706,25,471,72,326,0.0712250712251,25,351
8314,Ka-0,0.0849256900212,0.224358974359,40,471,70,312,0.111111111111,39,351
8323,Lc-0,0.734607218684,0.0,346,471,0,93,0.735042735043,258,351
8325,Lip-0,0.0127388535032,0.00291545189504,6,471,1,343,0.014245014245,5,351
8326,Lis-1,0.00849256900212,0.0,4,471,0,347,0.011396011396,4,351
8327,Lis-5,0.0,0.002849002849,0,471,1,351,0.0,0,351
8329,Lm-2,0.123142250531,0.233108108108,58,471,69,296,0.150997150997,53,351
8334,Lu-1,0.0870488322718,0.00316455696203,41,471,1,316,0.0997150997151,35,351
8335,Lund,0.188959660297,0.00322580645161,89,471,1,310,0.116809116809,41,351
8337,Mir-0,0.324840764331,0.00357142857143,153,471,1,280,0.196581196581,69,351
8343,Na-1,0.288747346072,0.238255033557,136,471,71,298,0.150997150997,53,351
8348,Nw-0,0.779193205945,0.0,367,471,0,76,0.783475783476,275,351
8351,Ost-0,0.337579617834,0.0,159,471,0,275,0.216524216524,76,351
8353,Pa-1,0.787685774947,0.0,371,471,0,22,0.937321937322,329,351
8354,Per-1,0.0,0.0,0,471,0,351,0.0,0,351
8355,Petergof,0.779193205945,0.0,367,471,0,76,0.783475783476,275,351
8356,Pi-0,0.352441613588,0.0,166,471,0,194,0.447293447293,157,351
8357,Pla-0,0.271762208068,0.00322580645161,128,471,1,310,0.116809116809,41,351
8365,Rak-2,0.297239915074,0.238255033557,140,471,71,298,0.150997150997,53,351
8369,Rev-1,0.496815286624,0.0,234,471,0,200,0.430199430199,151,351
8374,Rsch-4,0.0467091295117,0.215805471125,22,471,71,329,0.0626780626781,22,351
8375,Rubezhnoe-1,0.726114649682,0.0,342,471,0,95,0.729344729345,256,351
8376,Sanna-2,0.0828025477707,0.0,39,471,0,319,0.0911680911681,32,351
8377,Santa Clara,0.284501061571,0.228956228956,134,471,68,297,0.148148148148,52,351
8378,Sap-0,0.52016985138,0.0,245,471,0,197,0.438746438746,154,351
8380,Sf-1,0.753715498938,0.0,355,471,0,83,0.763532763533,268,351
8386,Sr:5,0.248407643312,0.003125,117,471,1,320,0.0883190883191,31,351
8387,St-0,0.0509554140127,0.0,24,471,0,348,0.00854700854701,3,351
8388,Stw-0,0.0276008492569,0.0,13,471,0,351,0.0,0,351
8389,Ta-0,0.0403397027601,0.00306748466258,19,471,1,326,0.042735042735,15,351
8395,Tu-0,0.295116772824,0.234899328859,139,471,70,298,0.150997150997,53,351
8411,Rd-0,0.0764331210191,0.0,36,471,0,319,0.0854700854701,30,351
8419,Will,0.101910828025,0.0,48,471,0,310,0.11396011396,40,351
8424,Kas-2,0.694267515924,0.0,327,471,0,109,0.689458689459,242,351
,NA_rate,mismatch_rate,no_of_NAs,no_of_totals,no_of_mismatches,no_of_non_NA_pairs,relative_NA_rate,relative_no_of_NAs,relative_no_of_totals
4_268511_0,0.341968911917,0.0,66,193,0,127,0.341968911917,66,193
4_268539_0,0.300518134715,0.0,58,193,0,135,0.300518134715,58,193
4_268617_0,0.253886010363,0.00694444444444,49,193,1,144,0.253886010363,49,193
4_268655_0,0.253886010363,0.0,49,193,0,144,0.253886010363,49,193
4_268658_0,0.253886010363,0.0,49,193,0,144,0.253886010363,49,193
4_268659_0,0.253886010363,0.0,49,193,0,144,0.253886010363,49,193
4_268689_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268690_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268691_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268692_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268693_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268694_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268695_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268696_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268697_0,0.248704663212,0.00689655172414,48,193,1,145,0.248704663212,48,193
4_268698_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268699_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268700_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268701_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268702_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268703_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268706_0,0.248704663212,0.00689655172414,48,193,1,145,0.248704663212,48,193
4_268708_0,0.248704663212,0.0,48,193,0,145,0.248704663212,48,193
4_268711_0,0.248704663212,0.00689655172414,48,193,1,145,0.248704663212,48,193
4_268713_0,0.248704663212,0.00689655172414,48,193,1,145,0.248704663212,48,193
4_268715_0,0.248704663212,0.2,48,193,29,145,0.248704663212,48,193
4_268716_0,0.248704663212,0.2,48,193,29,145,0.248704663212,48,193
4_268717_0,0.248704663212,0.193103448276,48,193,28,145,0.248704663212,48,193
4_268718_0,0.248704663212,0.193103448276,48,193,28,145,0.248704663212,48,193
4_268719_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268720_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268721_0,0.253886010363,0.0,49,193,0,144,0.253886010363,49,193
4_268722_0,0.253886010363,0.1875,49,193,27,144,0.253886010363,49,193
4_268723_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268724_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268725_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268726_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268727_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268728_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268729_0,0.253886010363,0.00694444444444,49,193,1,144,0.253886010363,49,193
4_268730_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268731_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268732_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268733_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268734_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268735_0,0.253886010363,0.0138888888889,49,193,2,144,0.253886010363,49,193
4_268736_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268737_0,0.253886010363,0.1875,49,193,27,144,0.253886010363,49,193
4_268738_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268739_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268740_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268741_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268742_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268743_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268745_0,0.253886010363,0.208333333333,49,193,30,144,0.253886010363,49,193
4_268746_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268747_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268748_0,0.253886010363,0.194444444444,49,193,28,144,0.253886010363,49,193
4_268749_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268753_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268754_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268756_0,0.253886010363,0.0,49,193,0,144,0.253886010363,49,193
4_268759_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268760_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268761_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268763_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268766_0,0.253886010363,0.201388888889,49,193,29,144,0.253886010363,49,193
4_268768_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268770_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268771_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268772_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268773_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268774_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268775_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268776_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268776_1,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268776_2,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268778_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268779_0,0.259067357513,0.202797202797,50,193,29,143,0.259067357513,50,193
4_268781_0,0.259067357513,0.00699300699301,50,193,1,143,0.259067357513,50,193
4_268782_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268783_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268784_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268785_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268786_0,0.259067357513,0.0,50,193,0,143,0.259067357513,50,193
4_268787_0,0.264248704663,0.0,51,193,0,142,0.264248704663,51,193
4_268788_0,0.264248704663,0.0,51,193,0,142,0.264248704663,51,193
4_268790_0,0.264248704663,0.204225352113,51,193,29,142,0.264248704663,51,193
4_268792_0,0.264248704663,0.204225352113,51,193,29,142,0.264248704663,51,193
4_268793_0,0.269430051813,0.205673758865,52,193,29,141,0.269430051813,52,193
4_268798_0,0.274611398964,0.214285714286,53,193,30,140,0.274611398964,53,193
4_268799_0,0.274611398964,0.00714285714286,53,193,1,140,0.274611398964,53,193
4_268800_0,0.274611398964,0.00714285714286,53,193,1,140,0.274611398964,53,193
4_268801_0,0.279792746114,0.0,54,193,0,139,0.279792746114,54,193
4_268803_0,0.274611398964,0.207142857143,53,193,29,140,0.274611398964,53,193
4_268806_0,0.274611398964,0.207142857143,53,193,29,140,0.274611398964,53,193
4_268807_0,0.274611398964,0.00714285714286,53,193,1,140,0.274611398964,53,193
4_268808_0,0.274611398964,0.00714285714286,53,193,1,140,0.274611398964,53,193
4_268809_0,0.274611398964,0.00714285714286,53,193,1,140,0.274611398964,53,193
4_268810_0,0.274611398964,0.0,53,193,0,140,0.274611398964,53,193
4_268812_0,0.274611398964,0.207142857143,53,193,29,140,0.274611398964,53,193
4_268813_0,0.274611398964,0.207142857143,53,193,29,140,0.274611398964,53,193
4_268814_0,0.274611398964,0.207142857143,53,193,29,140,0.274611398964,53,193
4_268817_0,0.274611398964,0.207142857143,53,193,29,140,0.274611398964,53,193
4_268818_0,0.290155440415,0.014598540146,56,193,2,137,0.290155440415,56,193
4_268819_0,0.295336787565,0.00735294117647,57,193,1,136,0.295336787565,57,193
4_268820_0,0.295336787565,0.00735294117647,57,193,1,136,0.295336787565,57,193
4_268821_0,0.300518134715,0.00740740740741,58,193,1,135,0.300518134715,58,193
4_268822_0,0.300518134715,0.00740740740741,58,193,1,135,0.300518134715,58,193
4_268823_0,0.300518134715,0.00740740740741,58,193,1,135,0.300518134715,58,193
4_268824_0,0.300518134715,0.00740740740741,58,193,1,135,0.300518134715,58,193
4_268825_0,0.300518134715,0.00740740740741,58,193,1,135,0.300518134715,58,193
4_268826_0,0.295336787565,0.198529411765,57,193,27,136,0.295336787565,57,193
4_268827_0,0.295336787565,0.00735294117647,57,193,1,136,0.295336787565,57,193
4_268828_0,0.295336787565,0.00735294117647,57,193,1,136,0.295336787565,57,193
4_268829_0,0.295336787565,0.00735294117647,57,193,1,136,0.295336787565,57,193
4_268830_0,0.295336787565,0.00735294117647,57,193,1,136,0.295336787565,57,193
4_268831_0,0.295336787565,0.00735294117647,57,193,1,136,0.295336787565,57,193
4_268832_0,0.295336787565,0.00735294117647,57,193,1,136,0.295336787565,57,193
4_268833_0,0.295336787565,0.00735294117647,57,193,1,136,0.295336787565,57,193
4_268834_0,0.295336787565,0.0,57,193,0,136,0.295336787565,57,193
4_268835_0,0.295336787565,0.0,57,193,0,136,0.295336787565,57,193
4_268836_0,0.295336787565,0.0,57,193,0,136,0.295336787565,57,193
4_268837_0,0.295336787565,0.0,57,193,0,136,0.295336787565,57,193
4_268838_0,0.300518134715,0.00740740740741,58,193,1,135,0.300518134715,58,193
4_268839_0,0.300518134715,0.00740740740741,58,193,1,135,0.300518134715,58,193
4_268840_0,0.300518134715,0.00740740740741,58,193,1,135,0.300518134715,58,193
4_268843_0,0.300518134715,0.207407407407,58,193,28,135,0.300518134715,58,193
4_268844_0,0.305699481865,0.0,59,193,0,134,0.305699481865,59,193
4_268845_0,0.305699481865,0.0,59,193,0,134,0.305699481865,59,193
4_268846_0,0.305699481865,0.0,59,193,0,134,0.305699481865,59,193
4_268847_0,0.305699481865,0.0,59,193,0,134,0.305699481865,59,193
4_268848_0,0.305699481865,0.0,59,193,0,134,0.305699481865,59,193
4_268849_0,0.305699481865,0.0,59,193,0,134,0.305699481865,59,193
4_268850_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268851_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268852_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268853_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268854_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268855_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268856_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268857_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268858_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268859_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268860_0,0.305699481865,0.00746268656716,59,193,1,134,0.305699481865,59,193
4_268861_0,0.316062176166,0.00757575757576,61,193,1,132,0.316062176166,61,193
4_268862_0,0.316062176166,0.00757575757576,61,193,1,132,0.316062176166,61,193
4_268863_0,0.316062176166,0.00757575757576,61,193,1,132,0.316062176166,61,193
4_268864_0,0.316062176166,0.00757575757576,61,193,1,132,0.316062176166,61,193
4_268865_0,0.316062176166,0.00757575757576,61,193,1,132,0.316062176166,61,193
4_268866_0,0.316062176166,0.00757575757576,61,193,1,132,0.316062176166,61,193
4_268867_0,0.316062176166,0.00757575757576,61,193,1,132,0.316062176166,61,193
